-0.28, -0.32, -0, -0, -0, -0.2, 1.11033
-0.28, -0.28, -0, -0, -0, -0.2, 1.10182
-0.28, -0.24, -0, -0, -0, -0.2, 1.09224
-0.28, -0.2, -0, -0, -0, -0.2, 1.10663
-0.28, -0.16, -0, -0, -0, -0.2, 1.11462
-0.28, -0.12, -0, -0, -0, -0.2, 1.11272
-0.28, -0.08, -0, -0, -0, -0.2, 1.10527
-0.28, -0.04, -0, -0, -0, -0.2, 1.10076
-0.28, -4.16334e-17, -0, -0, -0, -0.2, 1.09676
-0.24, -0.4, -0, -0, -0, -0.2, 1.10142
-0.24, -0.36, -0, -0, -0, -0.2, 1.09532
-0.24, -0.32, -0, -0, -0, -0.2, 1.0907
-0.24, -0.28, -0, -0, -0, -0.2, 1.08429
-0.24, -0.24, -0, -0, -0, -0.2, 1.0752
-0.24, -0.2, -0, -0, -0, -0.2, 1.08032
-0.24, -0.16, -0, -0, -0, -0.2, 1.08932
-0.24, -0.12, -0, -0, -0, -0.2, 1.08798
-0.24, -0.08, -0, -0, -0, -0.2, 1.08762
-0.24, -0.04, -0, -0, -0, -0.2, 1.07666
-0.24, -4.16334e-17, -0, -0, -0, -0.2, 1.07064
-0.2, -0.4, -0, -0, -0, -0.2, 1.08807
-0.2, -0.36, -0, -0, -0, -0.2, 1.08296
-0.2, -0.32, -0, -0, -0, -0.2, 1.08178
-0.2, -0.28, -0, -0, -0, -0.2, 1.06953
-0.2, -0.24, -0, -0, -0, -0.2, 1.05643
-0.2, -0.2, -0, -0, -0, -0.2, 1.05706
-0.2, -0.16, -0, -0, -0, -0.2, 1.06699
-0.2, -0.12, -0, -0, -0, -0.2, 1.0662
-0.2, -0.08, -0, -0, -0, -0.2, 1.06386
-0.2, -0.04, -0, -0, -0, -0.2, 1.05575
-0.2, -4.16334e-17, -0, -0, -0, -0.2, 1.05454
-0.16, -0.4, -0, -0, -0, -0.2, 1.07722
-0.16, -0.36, -0, -0, -0, -0.2, 1.06249
-0.16, -0.32, -0, -0, -0, -0.2, 1.0569
-0.16, -0.28, -0, -0, -0, -0.2, 1.04674
-0.16, -0.24, -0, -0, -0, -0.2, 1.04434
-0.16, -0.2, -0, -0, -0, -0.2, 1.03446
-0.16, -0.16, -0, -0, -0, -0.2, 1.04941
-0.16, -0.12, -0, -0, -0, -0.2, 1.04425
-0.16, -0.08, -0, -0, -0, -0.2, 1.03523
-0.16, -0.04, -0, -0, -0, -0.2, 1.02101
-0.16, -4.16334e-17, -0, -0, -0, -0.2, 1.00841
-0.12, -0.4, -0, -0, -0, -0.2, 1.05935
-0.12, -0.36, -0, -0, -0, -0.2, 1.04366
-0.12, -0.32, -0, -0, -0, -0.2, 1.03347
-0.12, -0.28, -0, -0, -0, -0.2, 1.02198
-0.12, -0.24, -0, -0, -0, -0.2, 1.01826
-0.12, -0.2, -0, -0, -0, -0.2, 1.00495
-0.12, -0.16, -0, -0, -0, -0.2, 1.01207
-0.12, -0.12, -0, -0, -0, -0.2, 1.00551
-0.12, -0.08, -0, -0, -0, -0.2, 0.995164
-0.12, -0.04, -0, -0, -0, -0.2, 0.980964
-0.12, -4.16334e-17, -0, -0, -0, -0.2, 0.973272
-0.08, -0.4, -0, -0, -0, -0.2, 1.02558
-0.08, -0.36, -0, -0, -0, -0.2, 1.00637
-0.08, -0.32, -0, -0, -0, -0.2, 0.993437
-0.08, -0.28, -0, -0, -0, -0.2, 0.975384
-0.08, -0.24, -0, -0, -0, -0.2, 0.977101
-0.08, -0.2, -0, -0, -0, -0.2, 0.964952
-0.08, -0.16, -0, -0, -0, -0.2, 0.981659
-0.08, -0.12, -0, -0, -0, -0.2, 0.977447
-0.08, -0.08, -0, -0, -0, -0.2, 0.971527
-0.08, -0.04, -0, -0, -0, -0.2, 0.957281
-0.08, -4.16334e-17, -0, -0, -0, -0.2, 0.944004
-0.04, -0.4, -0, -0, -0, -0.2, 1.00483
-0.04, -0.36, -0, -0, -0, -0.2, 0.995579
-0.04, -0.32, -0, -0, -0, -0.2, 0.985851
-0.04, -0.28, -0, -0, -0, -0.2, 0.982182
-0.04, -0.24, -0, -0, -0, -0.2, 0.983324
-0.04, -0.2, -0, -0, -0, -0.2, 0.976598
-0.04, -0.16, -0, -0, -0, -0.2, 0.982044
-0.04, -0.12, -0, -0, -0, -0.2, 0.969569
-0.04, -0.08, -0, -0, -0, -0.2, 0.965438
-0.04, -0.04, -0, -0, -0, -0.2, 0.949709
-0.04, -4.16334e-17, -0, -0, -0, -0.2, 0.935744
-4.16334e-17, -0.4, -0, -0, -0, -0.2, 1.00899
-4.16334e-17, -0.36, -0, -0, -0, -0.2, 0.999281
-4.16334e-17, -0.32, -0, -0, -0, -0.2, 0.994389
-4.16334e-17, -0.28, -0, -0, -0, -0.2, 0.989162
-4.16334e-17, -0.24, -0, -0, -0, -0.2, 0.985928
-4.16334e-17, -0.2, -0, -0, -0, -0.2, 0.972386
-4.16334e-17, -0.16, -0, -0, -0, -0.2, 0.979662
-4.16334e-17, -0.12, -0, -0, -0, -0.2, 0.970419
-4.16334e-17, -0.08, -0, -0, -0, -0.2, 0.968612
-4.16334e-17, -0.04, -0, -0, -0, -0.2, 0.949209
-4.16334e-17, -4.16334e-17, -0, -0, -0, -0.2, 0.936447
0.04, -0.4, -0, -0, -0, -0.2, 1.01737
0.04, -0.36, -0, -0, -0, -0.2, 1.00716
0.04, -0.32, -0, -0, -0, -0.2, 1.01335
0.04, -0.28, -0, -0, -0, -0.2, 1.00918
0.04, -0.24, -0, -0, -0, -0.2, 1.00922
0.04, -0.2, -0, -0, -0, -0.2, 0.991204
0.04, -0.16, -0, -0, -0, -0.2, 0.990413
0.04, -0.12, -0, -0, -0, -0.2, 0.991208
0.04, -0.08, -0, -0, -0, -0.2, 0.982059
0.04, -0.04, -0, -0, -0, -0.2, 0.970846
0.04, -4.16334e-17, -0, -0, -0, -0.2, 0.965587
0.08, -0.4, -0, -0, -0, -0.2, 1.03654
0.08, -0.36, -0, -0, -0, -0.2, 1.04315
0.08, -0.32, -0, -0, -0, -0.2, 1.03124
0.08, -0.28, -0, -0, -0, -0.2, 1.03253
0.08, -0.24, -0, -0, -0, -0.2, 1.02563
0.08, -0.2, -0, -0, -0, -0.2, 1.01931
0.08, -0.16, -0, -0, -0, -0.2, 1.00745
0.08, -0.12, -0, -0, -0, -0.2, 1.00524
0.08, -0.08, -0, -0, -0, -0.2, 0.997941
0.08, -0.04, -0, -0, -0, -0.2, 0.981582
0.08, -4.16334e-17, -0, -0, -0, -0.2, 0.971277
0.12, -0.4, -0, -0, -0, -0.2, 1.0538
0.12, -0.36, -0, -0, -0, -0.2, 1.05318
0.12, -0.32, -0, -0, -0, -0.2, 1.05171
0.12, -0.28, -0, -0, -0, -0.2, 1.04363
0.12, -0.24, -0, -0, -0, -0.2, 1.04111
0.12, -0.2, -0, -0, -0, -0.2, 1.02116
0.12, -0.16, -0, -0, -0, -0.2, 1.01313
0.12, -0.12, -0, -0, -0, -0.2, 1.00913
0.12, -0.08, -0, -0, -0, -0.2, 1.006
0.12, -0.04, -0, -0, -0, -0.2, 1.00158
0.12, -4.16334e-17, -0, -0, -0, -0.2, 0.996888
0.16, -0.4, -0, -0, -0, -0.2, 1.07756
0.16, -0.36, -0, -0, -0, -0.2, 1.07229
0.16, -0.32, -0, -0, -0, -0.2, 1.06657
0.16, -0.28, -0, -0, -0, -0.2, 1.05669
0.16, -0.24, -0, -0, -0, -0.2, 1.04985
0.16, -0.2, -0, -0, -0, -0.2, 1.0439
0.16, -0.16, -0, -0, -0, -0.2, 1.03333
0.16, -0.12, -0, -0, -0, -0.2, 1.03291
0.16, -0.08, -0, -0, -0, -0.2, 1.02698
0.16, -0.04, -0, -0, -0, -0.2, 1.01906
0.16, -4.16334e-17, -0, -0, -0, -0.2, 1.01703
0.2, -0.4, -0, -0, -0, -0.2, 1.08885
0.2, -0.36, -0, -0, -0, -0.2, 1.09152
0.2, -0.32, -0, -0, -0, -0.2, 1.08131
0.2, -0.28, -0, -0, -0, -0.2, 1.0741
0.2, -0.24, -0, -0, -0, -0.2, 1.06781
0.2, -0.2, -0, -0, -0, -0.2, 1.05349
0.2, -0.16, -0, -0, -0, -0.2, 1.04764
0.2, -0.12, -0, -0, -0, -0.2, 1.0427
0.2, -0.08, -0, -0, -0, -0.2, 1.04579
0.2, -0.04, -0, -0, -0, -0.2, 1.04347
0.2, -4.16334e-17, -0, -0, -0, -0.2, 1.04419
0.24, -0.4, -0, -0, -0, -0.2, 1.10027
0.24, -0.36, -0, -0, -0, -0.2, 1.09205
0.24, -0.32, -0, -0, -0, -0.2, 1.08587
0.24, -0.28, -0, -0, -0, -0.2, 1.07571
0.24, -0.24, -0, -0, -0, -0.2, 1.06677
0.24, -0.2, -0, -0, -0, -0.2, 1.05848
0.24, -0.16, -0, -0, -0, -0.2, 1.06248
0.24, -0.12, -0, -0, -0, -0.2, 1.06441
0.24, -0.08, -0, -0, -0, -0.2, 1.06595
0.24, -0.04, -0, -0, -0, -0.2, 1.06168
0.24, -4.16334e-17, -0, -0, -0, -0.2, 1.06417
0.28, -0.4, -0, -0, -0, -0.2, 1.09307
0.28, -0.36, -0, -0, -0, -0.2, 1.09103
0.28, -0.32, -0, -0, -0, -0.2, 1.07612
0.28, -0.28, -0, -0, -0, -0.2, 1.06784
0.28, -0.24, -0, -0, -0, -0.2, 1.0602
0.28, -0.2, -0, -0, -0, -0.2, 1.05353
0.28, -0.16, -0, -0, -0, -0.2, 1.05167
0.28, -0.12, -0, -0, -0, -0.2, 1.05603
0.28, -0.08, -0, -0, -0, -0.2, 1.06289
0.28, -0.04, -0, -0, -0, -0.2, 1.06751
0.28, -4.16334e-17, -0, -0, -0, -0.2, 1.06594
0.32, -0.4, -0, -0, -0, -0.2, 1.08893
0.32, -0.36, -0, -0, -0, -0.2, 1.07603
0.32, -0.32, -0, -0, -0, -0.2, 1.06305
0.32, -0.28, -0, -0, -0, -0.2, 1.05281
0.32, -0.24, -0, -0, -0, -0.2, 1.04718
0.32, -0.2, -0, -0, -0, -0.2, 1.04089
0.32, -0.16, -0, -0, -0, -0.2, 1.03885
0.32, -0.12, -0, -0, -0, -0.2, 1.05116
0.32, -0.08, -0, -0, -0, -0.2, 1.053
0.32, -0.04, -0, -0, -0, -0.2, 1.06392
0.32, -4.16334e-17, -0, -0, -0, -0.2, 1.06061
0.36, -0.4, -0, -0, -0, -0.2, 1.08027
0.36, -0.36, -0, -0, -0, -0.2, 1.07666
0.36, -0.32, -0, -0, -0, -0.2, 1.05833
0.36, -0.28, -0, -0, -0, -0.2, 1.04977
0.36, -0.24, -0, -0, -0, -0.2, 1.03515
0.36, -0.2, -0, -0, -0, -0.2, 1.03004
0.36, -0.16, -0, -0, -0, -0.2, 1.03381
0.36, -0.12, -0, -0, -0, -0.2, 1.04352
0.36, -0.08, -0, -0, -0, -0.2, 1.04627
0.36, -0.04, -0, -0, -0, -0.2, 1.0572
0.36, -4.16334e-17, -0, -0, -0, -0.2, 1.0645
0.4, -0.4, -0, -0, -0, -0.2, 1.07744
0.4, -0.36, -0, -0, -0, -0.2, 1.07286
0.4, -0.32, -0, -0, -0, -0.2, 1.05254
0.4, -0.28, -0, -0, -0, -0.2, 1.04336
0.4, -0.24, -0, -0, -0, -0.2, 1.03081
0.4, -0.2, -0, -0, -0, -0.2, 1.0273
0.4, -0.16, -0, -0, -0, -0.2, 1.02599
0.4, -0.12, -0, -0, -0, -0.2, 1.03834
0.4, -0.08, -0, -0, -0, -0.2, 1.04109
0.4, -0.04, -0, -0, -0, -0.2, 1.05531
0.4, -4.16334e-17, -0, -0, -0, -0.2, 1.06094
