0,1,1.17617,-8.60706
0,1,1.17684,-6.06275
0,1,1.17384,-8.43417
0,1,1.17113,-11.9266
0,1,1.1631,-6.22503
0,1,1.1553,-15.8376
0,1,1.14823,-8.69491
0,1,1.14559,-19.4214
0,1,1.1409,-5.79581
0,1,1.14201,-8.48115
0,1,1.18517,-13.9994
0,1,1.19249,-13.1236
0,1,1.18577,-15.618
0,1,1.18901,-13.1826
0,1,1.18382,-11.1908
0,1,1.16611,-5.104
0,1,1.16102,-10.1623
0,1,1.15876,-6.29279
0,1,1.15662,-12.3668
0,1,1.1534,-7.25144
0,1,1.15419,-3.62706
0,1,1.15023,-9.74548
0,1,1.15793,-13.9844
0,1,1.16245,-4.03476
0,1,1.16521,-14.2383
0,1,1.1687,-6.3781
0,1,1.17232,-7.44903
0,1,1.17656,-8.14637
0,1,1.17858,-15.915
0,1,1.18036,-17.1772
0,1,1.17126,-5.42416
0,1,1.17202,-11.6399
0,1,1.17268,-6.96941
0,1,1.1624,-5.46722
0,1,1.1668,-1.17491
0,1,1.16358,-3.08765
0,1,1.16934,-3.7205
0,1,1.16384,-6.9431
0,1,1.16875,-7.81335
0,1,1.1644,-8.65702
0,1,1.16315,-6.40249
0,1,1.16358,-4.34913
0,1,1.16193,-9.09854
0,1,1.16972,-4.49971
0,1,1.16973,-6.77416
0,1,1.16042,-8.82768
0,1,1.16236,-9.62137
0,1,1.16927,-4.10519
0,1,1.17748,-4.53495
0,1,1.18575,-10.1434
0,1,1.19263,-5.26599
0,1,1.20898,-6.23701
0,1,1.21313,-5.71249
0,1,1.21994,-1.71811
0,1,1.23278,-6.11559
0,1,1.2459,-5.43558
0,1,1.24095,-3.20989
0,1,1.25106,0.373211
0,1,1.25531,-12.7922
0,1,1.23776,-0.0752496
0,1,1.23462,-12.4303
0,1,1.25009,-1.23139
0,1,1.22096,-12.5752
0,1,1.22089,-9.67036
0,1,1.22202,-4.99609
0,1,1.24048,-6.29266
0,1,1.21293,-5.11807
0,1,1.2158,-5.00312
0,1,1.21148,-4.50382
0,1,1.21567,-3.49594
0,1,1.21869,-3.7888
0,1,1.22082,-4.50204
0,1,1.22923,-4.65514
0,1,1.23684,-5.49514
0,1,1.23578,-3.93586
0,1,1.2394,-6.36987
0,1,1.23255,-2.89009
0,1,1.24026,-17.6382
0,1,1.23142,-9.913
0,1,1.21673,-12.0184
0,1,1.21576,-5.37922
0,1,1.2229,-15.8001
0,1,1.22544,-6.53638
0,1,1.23679,-6.01288
0,1,1.24854,-7.10189
0,1,1.24374,-14.7581
0,1,1.24811,-16.9293
0,1,1.25188,-7.58401
0,1,1.25473,-11.3002
0,1,1.23625,-11.5841
0,1,1.24989,-6.85449
0,1,1.24813,-11.3114
0,1,1.22199,-14.493
0,1,1.25658,-10.7456
0,1,1.26287,-9.76604
0,1,1.26289,-17.86
0,1,1.26732,-22.1837
0,1,1.26919,-25.2348
0,1,1.23433,-10.4731
0,1,1.22363,-19.4603
0,1,1.21955,-12.4408
0,1,1.24081,-16.6272
0,1,1.23831,-17.339
0,1,1.24061,-14.9668
0,1,1.24776,-10.571
0,1,1.23707,-3.03262
0,1,1.22986,-16.8826
0,1,1.25121,-16.331
0,1,1.23384,-19.3416
0,1,1.25094,-16.8741
0,1,1.24978,-6.91907
0,1,1.23906,-14.6393
0,1,1.23568,-13.9936
0,1,1.23361,-12.9386
0,1,1.24491,-17.0515
0,1,1.22813,-16.3234
0,1,1.22806,-18.4893
0,1,1.22123,-19.3209
0,1,1.22015,-15.8883
0,1,1.21001,-19.8804
0,1,1.1933,-6.167
0,1,1.18276,-11.3606
0,1,1.17528,-5.35934
0,1,1.17595,-15.4127
0,1,1.17485,-10.9923
0,1,1.16923,-15.216
0,1,1.16766,-8.99078
0,1,1.17445,-12.5413
0,1,1.17047,-9.4349
0,1,1.18095,-10.7996
0,1,1.18242,-16.4134
0,1,1.18733,-17.8745
0,1,1.18653,-10.003
0,1,1.19021,-10.6346
0,1,1.19157,-14.1746
0,1,1.19009,-17.4014
0,1,1.19572,-21.2803
0,1,1.19585,-15.2094
0,1,1.18655,-13.9296
0,1,1.18556,-14.065
0,1,1.16482,-22.095
0,1,1.16317,-17.5337
0,1,1.15936,-19.8753
0,1,1.15956,-12.7889
0,1,1.15989,-22.7427
0,1,1.17372,-19.4101
0,1,1.18047,-15.6581
0,1,1.18407,-21.7602
0,1,1.16198,-20.1016
0,1,1.16369,-20.7243
0,1,1.15831,-16.0779
0,1,1.15788,-21.0626
0,1,1.16183,-15.8246
0,1,1.16233,-20.9833
0,1,1.16884,-12.7032
0,1,1.2281,-11.2507
0,1,1.2327,-7.52077
0,1,1.20629,-8.66753
0,1,1.19977,-8.28251
0,1,1.18821,-3.17619
0,1,1.19984,-7.3265
0,1,1.19661,-8.27897
0,1,1.17738,-14.4528
0,1,1.16985,-10.4804
0,1,1.16959,-10.458
0,1,1.17766,-7.75123
0,1,1.17937,-16.2742
0,1,1.23347,-12.0536
0,1,1.22596,-11.0611
0,1,1.23865,-12.2243
0,1,1.2526,-10.7975
0,1,1.23799,-5.81917
0,1,1.23978,-15.0142
0,1,1.26083,-16.4702
0,1,1.23499,-3.07496
0,1,1.26268,-19.2487
0,1,1.23446,-13.6736
0,1,1.23773,-16.0675
0,1,1.24725,-12.3844
0,1,1.24151,-16.7337
0,1,1.24261,-14.8185
0,1,1.2318,-15.0558
0,1,1.24095,-18.4201
0,1,1.2352,-20.2975
0,1,1.23483,-15.4658
0,1,1.23074,-15.476
0,1,1.24282,-18.961
0,1,1.24031,-8.76445
0,1,1.2655,-15.5206
0,1,1.25389,-6.62787
0,1,1.24583,-8.04271
0,1,1.24233,-11.2168
0,1,1.23415,-4.85463
0,1,1.23142,-12.5407
0,1,1.22885,-11.8376
0,1,1.22434,-11.8657
0,1,1.22466,-14.7249
0,1,1.22533,-17.8262
0,1,1.2291,-11.2089
0,1,1.23077,-16.4633
0,1,1.22442,-23.1977
0,1,1.22846,-16.6059
0,1,1.23113,-11.9017
0,1,1.23182,-11.1162
0,1,1.23616,-14.4324
0,1,1.22663,-12.0445
0,1,1.22943,-17.4017
0,1,1.23178,-15.2001
0,1,1.22666,-23.4208
0,1,1.23057,-14.9383
0,1,1.23539,-11.0655
0,1,1.23838,-14.0455
0,1,1.23871,-13.9213
0,1,1.24117,-10.3694
0,1,1.24176,-13.4909
0,1,1.23731,-12.9071
0,1,1.22917,-11.2269
0,1,1.2173,-14.5061
0,1,1.21905,-22.0177
0,1,1.21593,-14.5396
0,1,1.20676,-10.9776
0,1,1.20598,-15.6248
0,1,1.20968,-16.5968
0,1,1.21607,-14.6491
0,1,1.21827,-15.3654
0,1,1.23236,-18.2778
0,1,1.25467,-10.5081
0,1,1.25857,-8.06062
0,1,1.25938,-10.0256
0,1,1.26553,-8.33549
0,1,1.272,-7.0653
0,1,1.25394,-10.1839
0,1,1.24564,-5.85775
0,1,1.26731,-5.33776
0,1,1.271,-7.33527
0,1,1.26805,-9.83607
0,1,1.27139,-6.29888
0,1,1.27289,-7.53129
0,1,1.27297,-8.74408
0,1,1.27539,-5.80332
0,1,1.27851,-8.53118
0,1,1.26309,-11.2721
0,1,1.25627,-8.73366
0,1,1.25291,-23.6034
0,1,1.24615,-27.3037
0,1,1.2355,-25.7376
0,1,1.2399,-21.1311
0,1,1.24605,-19.6046
0,1,1.25711,-12.8648
